Item ID: 0, Name: Dwarf remains, Options: [null, null, null, null, Destroy].
Item ID: 3663, Name: Sliding piece, Options: [null, null, null, null, Move].
Item ID: 3664, Name: Sliding piece, Options: [null, null, null, null, Move].
Item ID: 3665, Name: Sliding piece, Options: [null, null, null, null, Move].
Item ID: 3666, Name: Sliding piece, Options: [null, null, null, null, Move].
Item ID: 3667, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3668, Name: null, Options: [null, null, null, null, drop].
Item ID: 3669, Name: null, Options: [null, null, null, null, drop].
Item ID: 3670, Name: null, Options: [null, null, null, null, drop].
Item ID: 3671, Name: null, Options: [null, null, null, null, drop].
Item ID: 3672, Name: null, Options: [null, null, null, null, drop].
Item ID: 3673, Name: null, Options: [null, null, null, null, drop].
Item ID: 3674, Name: null, Options: [null, null, null, null, drop].
Item ID: 3675, Name: null, Options: [null, null, null, null, drop].
Item ID: 3676, Name: null, Options: [null, null, null, null, drop].
Item ID: 3677, Name: null, Options: [null, null, null, null, drop].
Item ID: 3678, Name: Flamtaer hammer, Options: [null, null, null, null, drop].
Item ID: 3679, Name: null, Options: [null, null, null, null, drop].
Item ID: 3680, Name: Shoe, Options: [null, null, null, null, drop].
Item ID: 3681, Name: Shoe, Options: [null, null, null, null, drop].
Item ID: 3682, Name: Shoe, Options: [null, null, null, null, drop].
Item ID: 3683, Name: Shoe, Options: [null, null, null, null, drop].
Item ID: 3684, Name: Shoe, Options: [null, null, null, null, drop].
Item ID: 3685, Name: Shoe., Options: [null, null, null, null, drop].
Item ID: 3686, Name: Fremennik, Options: [null, null, null, null, drop].
Item ID: 3687, Name: null, Options: [null, null, null, null, drop].
Item ID: 3688, Name: Unstrung lyre, Options: [null, null, null, null, drop].
Item ID: 3689, Name: Lyre, Options: [Play, null, null, null, drop].
Item ID: 3690, Name: Enchanted lyre, Options: [Play, null, null, null, drop].
Item ID: 3691, Name: Enchanted lyre(1), Options: [Play, null, Change-teleport, null, drop].
Item ID: 3692, Name: Branch, Options: [null, null, null, null, drop].
Item ID: 3693, Name: Golden fleece, Options: [null, null, null, null, drop].
Item ID: 3694, Name: Golden wool, Options: [null, null, null, null, drop].
Item ID: 3695, Name: Pet rock, Options: [Interact, Wield, null, null, drop].
Item ID: 3696, Name: Hunters' talisman, Options: [Locate, null, null, null, drop].
Item ID: 3697, Name: Hunters' talisman, Options: [Locate, null, null, null, drop].
Item ID: 3698, Name: Exotic flower, Options: [null, null, null, null, Destroy].
Item ID: 3699, Name: Fremennik ballad, Options: [null, null, null, null, drop].
Item ID: 3700, Name: Sturdy boots, Options: [null, null, null, null, drop].
Item ID: 3701, Name: Tracking map, Options: [null, null, null, null, drop].
Item ID: 3702, Name: Custom bow string, Options: [null, null, null, null, drop].
Item ID: 3703, Name: Unusual fish, Options: [null, null, null, null, drop].
Item ID: 3704, Name: Sea fishing map, Options: [null, null, null, null, drop].
Item ID: 3705, Name: Weather forecast, Options: [null, null, null, null, drop].
Item ID: 3706, Name: Champions token, Options: [null, null, null, null, drop].
Item ID: 3707, Name: Legendary cocktail, Options: [null, null, null, null, drop].
Item ID: 3708, Name: Fiscal statement, Options: [null, null, null, null, drop].
Item ID: 3709, Name: Promissory note, Options: [null, null, null, null, drop].
Item ID: 3710, Name: Warriors' contract, Options: [null, null, null, null, drop].
Item ID: 3711, Name: Keg of beer, Options: [null, null, null, null, drop].
Item ID: 3712, Name: Low alcohol keg, Options: [null, null, null, null, drop].
Item ID: 3713, Name: Strange object, Options: [null, null, null, null, drop].
Item ID: 3714, Name: Lit strange object, Options: [null, null, null, null, drop].
Item ID: 3715, Name: Red disk, Options: [null, null, null, null, drop].
Item ID: 3716, Name: Red disk, Options: [null, null, null, null, drop].
Item ID: 3717, Name: null, Options: [null, null, null, null, drop].
Item ID: 3718, Name: Magnet, Options: [null, null, null, null, drop].
Item ID: 3719, Name: Blue thread, Options: [null, null, null, null, drop].
Item ID: 3720, Name: Small pick, Options: [null, null, null, null, drop].
Item ID: 3721, Name: Toy ship, Options: [null, null, null, null, drop].
Item ID: 3722, Name: Full bucket, Options: [null, null, null, null, Destroy].
Item ID: 3723, Name: 4/5ths full bucket, Options: [null, null, null, null, Destroy].
Item ID: 3724, Name: 3/5ths full bucket, Options: [null, null, null, null, Destroy].
Item ID: 3725, Name: 2/5ths full bucket, Options: [null, null, null, null, Destroy].
Item ID: 3726, Name: 1/5ths full bucket, Options: [null, null, null, null, Destroy].
Item ID: 3727, Name: Empty bucket, Options: [null, null, null, null, Destroy].
Item ID: 3728, Name: Frozen bucket, Options: [null, null, null, null, Destroy].
Item ID: 3729, Name: Full jug, Options: [null, null, null, null, Destroy].
Item ID: 3730, Name: 2/3rds full jug, Options: [null, null, null, null, Destroy].
Item ID: 3731, Name: 1/3rds full jug, Options: [null, null, null, null, Destroy].
Item ID: 3732, Name: Empty jug, Options: [null, null, null, null, Destroy].
Item ID: 3733, Name: Frozen jug, Options: [null, null, null, null, Destroy].
Item ID: 3734, Name: Vase, Options: [Shake, null, null, null, drop].
Item ID: 3735, Name: Vase of water, Options: [Shake, null, null, null, drop].
Item ID: 3736, Name: Frozen vase, Options: [Shake, null, null, null, drop].
Item ID: 3737, Name: Vase lid, Options: [null, null, null, null, drop].
Item ID: 3738, Name: Sealed vase, Options: [Remove-lid, null, null, null, drop].
Item ID: 3739, Name: Sealed vase, Options: [Remove-lid, null, null, null, drop].
Item ID: 3740, Name: Sealed vase, Options: [Remove-lid, null, null, null, drop].
Item ID: 3741, Name: Frozen key, Options: [null, null, null, null, drop].
Item ID: 3742, Name: Red herring, Options: [null, null, null, null, drop].
Item ID: 3743, Name: Red disk, Options: [null, null, null, null, drop].
Item ID: 3744, Name: Wooden disk, Options: [null, null, null, null, drop].
Item ID: 3745, Name: Seer's key, Options: [null, null, null, null, drop].
Item ID: 3746, Name: Sticky red goop, Options: [null, null, null, null, drop].
Item ID: 3747, Name: null, Options: [null, null, null, null, drop].
Item ID: 3748, Name: Fremennik helm, Options: [null, Wear, null, null, drop].
Item ID: 3749, Name: Archer helm, Options: [null, Wear, null, null, drop].
Item ID: 3750, Name: null, Options: [null, null, null, null, drop].
Item ID: 3751, Name: Berserker helm, Options: [null, Wear, null, null, drop].
Item ID: 3752, Name: null, Options: [null, null, null, null, drop].
Item ID: 3753, Name: Warrior helm, Options: [null, Wear, null, null, drop].
Item ID: 3754, Name: null, Options: [null, null, null, null, drop].
Item ID: 3755, Name: Farseer helm, Options: [null, Wear, null, null, drop].
Item ID: 3756, Name: null, Options: [null, null, null, null, drop].
Item ID: 3757, Name: Fremennik blade, Options: [null, Wield, null, null, drop].
Item ID: 3758, Name: Fremennik shield, Options: [null, Wield, null, null, drop].
Item ID: 3759, Name: Fremennik cyan cloak, Options: [null, Wear, null, null, drop].
Item ID: 3760, Name: null, Options: [null, null, null, null, drop].
Item ID: 3761, Name: Fremennik brown cloak, Options: [null, Wear, null, null, drop].
Item ID: 3762, Name: null, Options: [null, null, null, null, drop].
Item ID: 3763, Name: Fremennik blue cloak, Options: [null, Wear, null, null, drop].
Item ID: 3764, Name: null, Options: [null, null, null, null, drop].
Item ID: 3765, Name: Fremennik green cloak, Options: [null, Wear, null, null, drop].
Item ID: 3766, Name: null, Options: [null, null, null, null, drop].
Item ID: 3767, Name: Fremennik brown shirt, Options: [null, Wear, null, null, drop].
Item ID: 3768, Name: null, Options: [null, null, null, null, drop].
Item ID: 3769, Name: Fremennik grey shirt, Options: [null, Wear, null, null, drop].
Item ID: 3770, Name: null, Options: [null, null, null, null, drop].
Item ID: 3771, Name: Fremennik beige shirt, Options: [null, Wear, null, null, drop].
Item ID: 3772, Name: null, Options: [null, null, null, null, drop].
Item ID: 3773, Name: Fremennik red shirt, Options: [null, Wear, null, null, drop].
Item ID: 3774, Name: null, Options: [null, null, null, null, drop].
Item ID: 3775, Name: Fremennik blue shirt, Options: [null, Wear, null, null, drop].
Item ID: 3776, Name: null, Options: [null, null, null, null, drop].
Item ID: 3777, Name: Fremennik red cloak, Options: [null, Wear, null, null, drop].
Item ID: 3778, Name: null, Options: [null, null, null, null, drop].
Item ID: 3779, Name: Fremennik grey cloak, Options: [null, Wear, null, null, drop].
Item ID: 3780, Name: null, Options: [null, null, null, null, drop].
Item ID: 3781, Name: Fremennik yellow cloak, Options: [null, Wear, null, null, drop].
Item ID: 3782, Name: null, Options: [null, null, null, null, drop].
Item ID: 3783, Name: Fremennik teal cloak, Options: [null, Wear, null, null, drop].
Item ID: 3784, Name: null, Options: [null, null, null, null, drop].
Item ID: 3785, Name: Fremennik purple cloak, Options: [null, Wear, null, null, drop].
Item ID: 3786, Name: null, Options: [null, null, null, null, drop].
Item ID: 3787, Name: Fremennik pink cloak, Options: [null, Wear, null, null, drop].
Item ID: 3788, Name: null, Options: [null, null, null, null, drop].
Item ID: 3789, Name: Fremennik black cloak, Options: [null, Wear, null, null, drop].
Item ID: 3790, Name: null, Options: [null, null, null, null, drop].
Item ID: 3791, Name: Fremennik boots, Options: [null, Wear, null, null, drop].
Item ID: 3792, Name: null, Options: [null, null, null, null, drop].
Item ID: 3793, Name: Fremennik robe, Options: [null, Wear, null, null, drop].
Item ID: 3794, Name: null, Options: [null, null, null, null, drop].
Item ID: 3795, Name: Fremennik skirt, Options: [null, Wear, null, null, drop].
Item ID: 3796, Name: null, Options: [null, null, null, null, drop].
Item ID: 3797, Name: Fremennik hat, Options: [null, Wear, null, null, drop].
Item ID: 3798, Name: null, Options: [null, null, null, null, drop].
Item ID: 3799, Name: Fremennik gloves, Options: [null, Wear, null, null, drop].
Item ID: 3800, Name: null, Options: [null, null, null, null, drop].
Item ID: 3801, Name: Keg of beer, Options: [Drink, null, null, null, drop].
Item ID: 3802, Name: null, Options: [null, null, null, null, drop].
Item ID: 3803, Name: Beer tankard, Options: [Drink, null, null, null, drop].
Item ID: 3804, Name: null, Options: [null, null, null, null, drop].
Item ID: 3805, Name: Tankard, Options: [null, null, null, null, drop].
Item ID: 3806, Name: null, Options: [null, null, null, null, drop].
Item ID: 3807, Name: null, Options: [null, null, null, null, drop].
Item ID: 3808, Name: null, Options: [null, null, null, null, drop].
Item ID: 3809, Name: null, Options: [null, null, null, null, drop].
Item ID: 3810, Name: null, Options: [null, null, null, null, drop].
Item ID: 3811, Name: null, Options: [null, null, null, null, drop].
Item ID: 3812, Name: null, Options: [null, null, null, null, drop].
Item ID: 3813, Name: null, Options: [null, null, null, null, drop].
Item ID: 3814, Name: null, Options: [null, null, null, null, drop].
Item ID: 3815, Name: null, Options: [null, null, null, null, drop].
Item ID: 3816, Name: null, Options: [null, null, null, null, drop].
Item ID: 3817, Name: null, Options: [null, null, null, null, drop].
Item ID: 3818, Name: null, Options: [null, null, null, null, drop].
Item ID: 3819, Name: null, Options: [null, null, null, null, drop].
Item ID: 3820, Name: null, Options: [null, null, null, null, drop].
Item ID: 3821, Name: null, Options: [null, null, null, null, drop].
Item ID: 3822, Name: null, Options: [null, null, null, null, drop].
Item ID: 3823, Name: null, Options: [null, null, null, null, drop].
Item ID: 3824, Name: null, Options: [null, null, null, null, drop].
Item ID: 3825, Name: null, Options: [null, null, null, null, drop].
Item ID: 3826, Name: null, Options: [null, null, null, null, drop].
Item ID: 3827, Name: Saradomin page 1, Options: [null, null, null, null, drop].
Item ID: 3828, Name: Saradomin page 2, Options: [null, null, null, null, drop].
Item ID: 3829, Name: Saradomin page 3, Options: [null, null, null, null, drop].
Item ID: 3830, Name: Saradomin page 4, Options: [null, null, null, null, drop].
Item ID: 3831, Name: Zamorak page 1, Options: [null, null, null, null, drop].
Item ID: 3832, Name: Zamorak page 2, Options: [null, null, null, null, drop].
Item ID: 3833, Name: Zamorak page 3, Options: [null, null, null, null, drop].
Item ID: 3834, Name: Zamorak page 4, Options: [null, null, null, null, drop].
Item ID: 3835, Name: Guthix page 1, Options: [null, null, null, null, drop].
Item ID: 3836, Name: Guthix page 2, Options: [null, null, null, null, drop].
Item ID: 3837, Name: Guthix page 3, Options: [null, null, null, null, drop].
Item ID: 3838, Name: Guthix page 4, Options: [null, null, null, null, drop].
Item ID: 3839, Name: Damaged book, Options: [null, Wield, Check, null, drop].
Item ID: 3840, Name: Holy book, Options: [null, Wield, Preach, null, drop].
Item ID: 3841, Name: Damaged book, Options: [null, Wield, Check, null, drop].
Item ID: 3842, Name: Unholy book, Options: [null, Wield, Preach, null, drop].
Item ID: 3843, Name: Damaged book, Options: [null, Wield, Check, null, drop].
Item ID: 3844, Name: Book of balance, Options: [null, Wield, Preach, null, drop].
Item ID: 3845, Name: Journal, Options: [Read, null, null, null, drop].
Item ID: 3846, Name: Diary, Options: [Read, null, null, null, drop].
Item ID: 3847, Name: Manual, Options: [Read, null, null, null, drop].
Item ID: 3848, Name: Lighthouse key, Options: [null, null, null, null, drop].
Item ID: 3849, Name: Rusty casket, Options: [null, null, null, null, drop].
Item ID: 3850, Name: null, Options: [null, null, null, null, drop].
Item ID: 3851, Name: null, Options: [null, null, null, null, drop].
Item ID: 3852, Name: null, Options: [null, null, null, null, drop].
Item ID: 3853, Name: Games necklace(8), Options: [null, Wear, null, Rub, drop].
Item ID: 3854, Name: null, Options: [null, null, null, null, drop].
Item ID: 3855, Name: Games necklace(7), Options: [null, Wear, null, Rub, drop].
Item ID: 3856, Name: null, Options: [null, null, null, null, drop].
Item ID: 3857, Name: Games necklace(6), Options: [null, Wear, null, Rub, drop].
Item ID: 3858, Name: null, Options: [null, null, null, null, drop].
Item ID: 3859, Name: Games necklace(5), Options: [null, Wear, null, Rub, drop].
Item ID: 3860, Name: null, Options: [null, null, null, null, drop].
Item ID: 3861, Name: Games necklace(4), Options: [null, Wear, null, Rub, drop].
Item ID: 3862, Name: null, Options: [null, null, null, null, drop].
Item ID: 3863, Name: Games necklace(3), Options: [null, Wear, null, Rub, drop].
Item ID: 3864, Name: null, Options: [null, null, null, null, drop].
Item ID: 3865, Name: Games necklace(2), Options: [null, Wear, null, Rub, drop].
Item ID: 3866, Name: null, Options: [null, null, null, null, drop].
Item ID: 3867, Name: Games necklace(1), Options: [null, Wear, null, Rub, drop].
Item ID: 3868, Name: null, Options: [null, null, null, null, drop].
Item ID: 3869, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3870, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3871, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3872, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3873, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3874, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3875, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3876, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3877, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3878, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3879, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3880, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3881, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3882, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3883, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3884, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3885, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3886, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3887, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3888, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3889, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3890, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3891, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3892, Name: Board game piece, Options: [null, null, null, null, drop].
Item ID: 3893, Name: Stool, Options: [null, null, null, null, drop].
Item ID: 3894, Name: Awful anthem, Options: [null, null, null, null, drop].
Item ID: 3895, Name: Good anthem, Options: [null, null, null, null, drop].
Item ID: 3896, Name: Treaty, Options: [null, null, null, null, drop].
Item ID: 3897, Name: Giant nib, Options: [null, null, null, null, drop].
Item ID: 3898, Name: Giant pen, Options: [null, null, null, null, drop].
Item ID: 3899, Name: Iron sickle, Options: [null, Wield, null, null, drop].
Item ID: 3900, Name: null, Options: [null, null, null, null, drop].
Item ID: 3901, Name: Ghrim's book, Options: [Read, null, null, null, drop].
Item ID: 3902, Name: Null, Options: [null, null, null, null, drop].
Item ID: 3903, Name: null, Options: [null, null, null, null, drop].
Item ID: 3904, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3905, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3906, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3907, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3908, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3909, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3910, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3911, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3912, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3913, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3914, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3915, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3916, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3917, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3918, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3919, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3920, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3921, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3922, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3923, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3924, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3925, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3926, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3927, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3928, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3929, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3930, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3931, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3932, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3933, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3934, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3935, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3936, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3937, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3938, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3939, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3940, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3941, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3942, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3943, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3944, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3945, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3946, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3947, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3948, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3949, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3950, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3951, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3952, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3953, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3954, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3955, Name: null, Options: [null, null, null, null, drop].
Item ID: 3956, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3957, Name: null, Options: [null, null, null, null, drop].
Item ID: 3958, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3959, Name: null, Options: [null, null, null, null, drop].
Item ID: 3960, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3961, Name: null, Options: [null, null, null, null, drop].
Item ID: 3962, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3963, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3964, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3965, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3966, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3967, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3968, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3969, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3970, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3971, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 3972, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3973, Name: null, Options: [null, null, null, null, drop].
Item ID: 3974, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3975, Name: null, Options: [null, null, null, null, drop].
Item ID: 3976, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3977, Name: null, Options: [null, null, null, null, drop].
Item ID: 3978, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3979, Name: null, Options: [null, null, null, null, drop].
Item ID: 3980, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3981, Name: Wilderness sword, Options: [null, null, null, null, drop].
Item ID: 3982, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3983, Name: Western banner, Options: [null, null, null, null, drop].
Item ID: 3984, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3985, Name: null, Options: [null, null, null, null, drop].
Item ID: 3986, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3987, Name: null, Options: [null, null, null, null, drop].
Item ID: 3988, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3989, Name: null, Options: [null, null, null, null, drop].
Item ID: 3990, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3991, Name: null, Options: [null, null, null, null, drop].
Item ID: 3992, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3993, Name: null, Options: [null, null, null, null, drop].
Item ID: 3994, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3995, Name: null, Options: [null, null, null, null, drop].
Item ID: 3996, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3997, Name: null, Options: [null, null, null, null, drop].
Item ID: 3998, Name: Sliding button, Options: [null, null, null, null, Move].
Item ID: 3999, Name: null, Options: [null, null, null, null, drop].
Item ID: 4000, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 4001, Name: Hardy gout tuber, Options: [null, null, null, null, drop].
Item ID: 4002, Name: Spare controls, Options: [View, null, null, null, drop].
Item ID: 4003, Name: null, Options: [null, null, null, null, drop].
Item ID: 4004, Name: Gnome royal seal, Options: [null, null, null, null, drop].
Item ID: 4005, Name: Narnode's orders, Options: [null, null, null, null, drop].
Item ID: 4006, Name: Monkey dentures, Options: [null, null, null, Listen, drop].
Item ID: 4007, Name: Enchanted bar, Options: [null, null, null, Listen, drop].
Item ID: 4008, Name: Eye of gnome, Options: [null, null, null, null, drop].
Item ID: 4009, Name: Eye of gnome, Options: [null, null, null, null, drop].
Item ID: 4010, Name: Monkey magic, Options: [null, null, null, null, drop].
Item ID: 4011, Name: null, Options: [null, null, null, null, drop].
Item ID: 4012, Name: Monkey nuts, Options: [Eat, null, null, null, drop].
Item ID: 4013, Name: null, Options: [null, null, null, null, drop].
Item ID: 4014, Name: Monkey bar, Options: [Eat, null, null, null, drop].
Item ID: 4015, Name: null, Options: [null, null, null, null, drop].
Item ID: 4016, Name: Banana stew, Options: [Eat, null, null, null, drop].
Item ID: 4017, Name: null, Options: [null, null, null, null, drop].
Item ID: 4018, Name: Monkey wrench, Options: [null, null, null, null, drop].
Item ID: 4019, Name: null, Options: [null, null, null, null, drop].
Item ID: 4020, Name: M'amulet mould, Options: [null, null, null, null, drop].
Item ID: 4021, Name: M'speak amulet, Options: [null, Wear, null, null, drop].
Item ID: 4022, Name: M'speak amulet, Options: [null, null, null, null, drop].
Item ID: 4023, Name: Monkey talisman, Options: [null, Hold, null, null, drop].
Item ID: 4024, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4025, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4026, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4027, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4028, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4029, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4030, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4031, Name: Monkey greegree, Options: [null, Hold, null, null, drop].
Item ID: 4032, Name: null, Options: [null, null, null, null, drop].
Item ID: 4033, Name: Monkey, Options: [Poke, null, null, null, drop].
Item ID: 4034, Name: Monkey skull, Options: [null, null, null, null, drop].
Item ID: 4035, Name: 10th squad sigil, Options: [null, Wear, null, null, drop].
Item ID: 4036, Name: null, Options: [null, null, null, null, drop].
Item ID: 4037, Name: Saradomin banner, Options: [null, Wield, null, null, drop].
Item ID: 4038, Name: null, Options: [null, null, null, null, drop].
Item ID: 4039, Name: Zamorak banner, Options: [null, Wield, null, null, drop].
Item ID: 4040, Name: null, Options: [null, null, null, null, drop].
Item ID: 4041, Name: Hooded cloak, Options: [null, Wear, null, null, drop].
Item ID: 4042, Name: Hooded cloak, Options: [null, Wear, null, null, drop].
Item ID: 4043, Name: Rock, Options: [null, null, null, null, drop].
Item ID: 4044, Name: null, Options: [null, null, null, null, drop].
Item ID: 4045, Name: Explosive potion, Options: [null, null, null, null, drop].
Item ID: 4046, Name: null, Options: [null, null, null, null, drop].
Item ID: 4047, Name: Climbing rope, Options: [null, null, null, null, drop].
Item ID: 4048, Name: null, Options: [null, null, null, null, drop].
Item ID: 4049, Name: Bandages, Options: [Heal, null, null, null, drop].
Item ID: 4050, Name: null, Options: [null, null, null, null, drop].
Item ID: 4051, Name: Toolkit, Options: [null, null, null, null, drop].
Item ID: 4052, Name: null, Options: [null, null, null, null, drop].
Item ID: 4053, Name: Barricade, Options: [Set-up, null, null, null, drop].
Item ID: 4054, Name: null, Options: [null, null, null, null, drop].
Item ID: 4055, Name: Castlewars manual, Options: [Read, null, null, null, drop].
Item ID: 4056, Name: null, Options: [null, null, null, null, drop].
Item ID: 4057, Name: null, Options: [null, null, null, null, drop].
Item ID: 4058, Name: null, Options: [null, null, null, null, drop].
Item ID: 4059, Name: null, Options: [null, null, null, null, drop].
Item ID: 4060, Name: null, Options: [null, null, null, null, drop].
Item ID: 4061, Name: null, Options: [null, null, null, null, drop].
Item ID: 4062, Name: null, Options: [null, null, null, null, drop].
Item ID: 4063, Name: null, Options: [null, null, null, null, drop].
Item ID: 4064, Name: null, Options: [null, null, null, null, drop].
Item ID: 4065, Name: null, Options: [null, null, null, null, drop].
Item ID: 4066, Name: null, Options: [null, null, null, null, drop].
Item ID: 4067, Name: Castle wars ticket, Options: [null, null, null, null, drop].
Item ID: 4068, Name: Decorative sword, Options: [null, Wield, null, null, drop].
Item ID: 4069, Name: Decorative armour, Options: [null, Wear, null, null, drop].
Item ID: 4070, Name: Decorative armour, Options: [null, Wear, null, null, drop].
Item ID: 4071, Name: Decorative helm, Options: [null, Wear, null, null, drop].
Item ID: 4072, Name: Decorative shield, Options: [null, Wear, null, null, drop].
